16,16,16,32,16384,11230.300709,11.230301
16,16,16,32,16384,12678.700057,12.678700
16,16,16,32,16384,12772.403163,12.772403
16,16,16,32,16384,12770.497823,12.770498
16,16,16,32,16384,12769.797950,12.769798
16,16,16,32,16384,12758.455425,12.758455
32,32,32,128,16384,86098.380109,86.098380
32,32,32,128,16384,83607.457263,83.607457
32,32,32,128,16384,68365.419472,68.365419
32,32,32,128,16384,55834.716275,55.834716
32,32,32,128,16384,47392.798434,47.392798
32,32,32,128,16384,40884.041926,40.884042
32,32,32,32,16384,98984.127446,98.984127
32,32,32,32,16384,98613.516687,98.613517
32,32,32,32,16384,89730.685733,89.730686
32,32,32,32,16384,82316.103429,82.316103
32,32,32,32,16384,69410.373461,69.410373
32,32,32,32,16384,58820.986124,58.820986
32,32,32,64,16384,98353.369898,98.353370
32,32,32,64,16384,94784.391954,94.784392
32,32,32,64,16384,85853.848725,85.853849
32,32,32,64,16384,68633.768307,68.633768
32,32,32,64,16384,58205.720344,58.205720
32,32,32,64,16384,50656.150255,50.656150
64,64,64,32,16384,362781.498027,362.781498
64,64,64,32,16384,271841.902117,271.841902
64,64,64,32,16384,213400.022696,213.400023
64,64,64,32,16384,149446.303569,149.446304
64,64,64,32,16384,96258.725662,96.258726
64,64,64,32,16384,85225.317382,85.225317
64,64,64,64,16384,339500.337372,339.500337
64,64,64,64,16384,284158.516460,284.158516
64,64,64,64,16384,202044.909791,202.044910
64,64,64,64,16384,152101.782545,152.101783
64,64,64,64,16384,122413.130252,122.413130
64,64,64,64,16384,105046.310493,105.046310
64,64,64,128,16384,276837.192435,276.837192
64,64,64,128,16384,234735.622565,234.735623
64,64,64,128,16384,172159.752894,172.159753
64,64,64,128,16384,135581.403832,135.581404
64,64,64,128,16384,118818.178185,118.818178
64,64,64,128,16384,102319.785466,102.319785
64,64,64,256,16384,198643.897895,198.643898
64,64,64,256,16384,159314.922689,159.314923
64,64,64,256,16384,125927.247715,125.927248
64,64,64,256,16384,102503.773161,102.503773
64,64,64,256,16384,94956.053353,94.956053
64,64,64,256,16384,84500.001602,84.500002
64,64,64,512,16384,145133.827843,145.133828
64,64,64,512,16384,115314.361667,115.314362
64,64,64,512,16384,100661.322039,100.661322
64,64,64,512,16384,84873.184108,84.873184
64,64,64,512,16384,79147.842674,79.147843
64,64,64,512,16384,69927.519015,69.927519
128,128,128,32,16384,71116.363842,71.116364
128,128,128,32,16384,69678.232890,69.678233
128,128,128,32,16384,56878.626933,56.878627
128,128,128,32,16384,45766.521490,45.766521
128,128,128,32,16384,33175.468892,33.175469
128,128,128,32,16384,32953.618103,32.953618
128,128,128,64,16384,470582.836616,470.582837
128,128,128,64,16384,447571.280361,447.571280
128,128,128,64,16384,452315.957865,452.315958
128,128,128,64,16384,415610.671381,415.610671
128,128,128,64,16384,383464.503422,383.464503
128,128,128,64,16384,356194.779256,356.194779
128,128,128,128,16384,497789.715260,497.789715
128,128,128,128,16384,438583.470260,438.583470
128,128,128,128,16384,453352.999238,453.352999
128,128,128,128,16384,428822.033069,428.822033
128,128,128,128,16384,391478.809445,391.478809
128,128,128,128,16384,353640.546402,353.640546
128,128,128,256,16384,426771.895953,426.771896
128,128,128,256,16384,343627.847514,343.627848
128,128,128,256,16384,376823.056339,376.823056
128,128,128,256,16384,335075.171867,335.075172
128,128,128,256,16384,336823.724742,336.823725
128,128,128,256,16384,311699.956540,311.699957
128,128,128,512,16384,287446.094430,287.446094
128,128,128,512,16384,206085.783208,206.085783
128,128,128,512,16384,243873.916989,243.873917
128,128,128,512,16384,232420.627666,232.420628
128,128,128,512,16384,229710.773698,229.710774
128,128,128,512,16384,215149.208892,215.149209
192,192,192,96,16384,182503.862236,182.503862
