 16, 16, 16, 64, 26679.45531, 26.67946
 32, 32, 32, 128, 99859.32480, 99.85932
 64, 64, 64, 128, 297409.37155, 297.40937
 128, 128, 128, 128, 483943.66921, 483.94367
 192, 192, 192, 128, 259099.15453, 259.09915
