2d,16,16,16,1,1,157.119,32
2d,16,16,16,1,2,131.693,64
2d,16,16,16,1,3,156.832,96
2d,16,16,16,1,4,156.802,128
2d,16,16,16,1,8,157.651,256
2d,16,16,16,1,16,159.346,512
2d,32,32,32,1,1,378.492,32
2d,32,32,32,1,2,242.907,64
2d,32,32,32,1,3,379.631,96
2d,32,32,32,2,4,251.363,128
2d,32,32,32,2,8,251.186,256
2d,32,32,32,2,16,251.241,512
2d,48,48,48,1,1,437.506,32
2d,48,48,48,1,2,237.297,64
2d,48,48,48,1,3,428.552,96
2d,48,48,48,1,4,391.05,128
2d,48,48,48,1,8,99.3366,256
2d,48,48,48,3,16,275.023,512
2d,64,64,64,1,1,418.074,32
2d,64,64,64,1,2,232.223,64
2d,64,64,64,1,3,394.71,96
2d,64,64,64,2,4,470.567,128
2d,64,64,64,2,8,459.777,256
2d,64,64,64,4,16,284.599,512
2d,80,80,80,1,1,244.208,32
2d,80,80,80,1,2,201.691,64
2d,80,80,80,1,3,242.068,96
2d,80,80,80,1,4,241.84,128
2d,80,80,80,1,8,98.3739,256
2d,96,96,96,1,1,154.923,32
2d,96,96,96,1,2,154.763,64
2d,96,96,96,1,3,154.965,96
2d,96,96,96,2,4,470.88,128
2d,96,96,96,2,8,354.43,256
2d,96,96,96,3,16,284.922,512
2d,112,112,112,1,1,175.712,32
2d,112,112,112,1,2,175.854,64
2d,112,112,112,1,3,176.043,96
2d,112,112,112,1,4,175.767,128
2d,112,112,112,1,8,101.691,256
2d,128,128,128,1,1,60.9746,32
2d,128,128,128,1,2,60.9968,64
2d,128,128,128,1,3,60.9028,96
2d,128,128,128,2,4,448.39,128
2d,128,128,128,2,8,383.786,256
2d,128,128,128,4,16,382.375,512
