3d,16,16,16,1,1,156.416,32
3d,16,16,16,1,2,131.938,64
3d,16,16,16,1,3,156.914,96
3d,16,16,16,1,4,155.304,128
3d,16,16,16,1,8,158.996,256
3d,16,16,16,1,16,160.265,512
3d,32,32,32,1,1,392.702,32
3d,32,32,32,1,2,252.439,64
3d,32,32,32,1,3,391.991,96
3d,32,32,32,1,4,378.04,128
3d,32,32,32,1,8,318.405,256
3d,32,32,32,1,16,80.4782,512
3d,48,48,48,1,1,440.116,32
3d,48,48,48,1,2,233.437,64
3d,48,48,48,1,3,431.426,96
3d,48,48,48,1,4,391.983,128
3d,48,48,48,1,8,99.3363,256
3d,64,64,64,1,1,147.044,32
3d,64,64,64,1,2,139.686,64
3d,64,64,64,1,3,146.043,96
3d,64,64,64,1,4,145.886,128
3d,64,64,64,2,8,449.068,256
3d,64,64,64,2,16,435.351,512
3d,80,80,80,1,1,109.638,32
3d,80,80,80,1,2,106.996,64
3d,80,80,80,1,3,108.992,96
3d,80,80,80,1,4,108.941,128
3d,80,80,80,1,8,51.442,256
3d,96,96,96,1,1,88.9949,32
3d,96,96,96,1,2,88.7723,64
3d,96,96,96,1,3,88.9202,96
3d,96,96,96,1,4,88.9557,128
3d,96,96,96,1,8,60.0906,256
3d,112,112,112,1,1,87.0604,32
3d,112,112,112,1,2,86.9969,64
3d,112,112,112,1,3,87.0256,96
3d,112,112,112,1,4,87.0605,128
3d,112,112,112,1,8,59.564,256
3d,128,128,128,1,1,43.2757,32
3d,128,128,128,1,2,43.2786,64
3d,128,128,128,1,3,43.2917,96
3d,128,128,128,1,4,43.2818,128
3d,128,128,128,2,8,403.49,256
