1d,16,16,16,1,1,189.436,32
1d,16,16,16,1,2,164.135,64
1d,16,16,16,1,3,193.277,96
1d,16,16,16,1,4,193.938,128
1d,16,16,16,1,8,194.028,256
1d,16,16,16,1,16,194.019,512
1d,32,32,32,1,1,201.001,32
1d,32,32,32,2,2,367.277,64
1d,32,32,32,2,3,368.917,96
1d,32,32,32,2,4,368.973,128
1d,32,32,32,2,8,369.335,256
1d,32,32,32,2,16,361.337,512
1d,48,48,48,1,1,487.996,32
1d,48,48,48,1,2,254.107,64
1d,48,48,48,3,3,424.016,96
1d,48,48,48,3,4,421.632,128
1d,48,48,48,3,8,419.379,256
1d,48,48,48,3,16,401.242,512
1d,64,64,64,1,1,401.187,32
1d,64,64,64,2,2,485.553,64
1d,64,64,64,2,3,464.4,96
1d,64,64,64,4,4,448.035,128
1d,64,64,64,4,8,443.297,256
1d,64,64,64,4,16,428.536,512
1d,80,80,80,1,1,388.008,32
1d,80,80,80,1,2,220.865,64
1d,80,80,80,1,3,338.442,96
1d,80,80,80,1,4,337.983,128
1d,80,80,80,5,8,385.231,256
1d,80,80,80,5,16,316.075,512
1d,96,96,96,1,1,274.448,32
1d,96,96,96,2,2,444.89,64
1d,96,96,96,3,3,388.376,96
1d,96,96,96,3,4,375.632,128
1d,96,96,96,6,8,329.939,256
1d,96,96,96,6,16,283.422,512
1d,112,112,112,1,1,226.375,32
1d,112,112,112,1,2,187.879,64
1d,112,112,112,1,3,224.558,96
1d,112,112,112,1,4,224.583,128
1d,112,112,112,7,8,400.124,256
1d,112,112,112,7,16,335.196,512
1d,128,128,128,1,1,80.399,32
1d,128,128,128,2,2,290.591,64
1d,128,128,128,2,3,161.305,96
1d,128,128,128,4,4,453.781,128
1d,128,128,128,8,8,433.631,256
1d,128,128,128,8,16,380.345,512
1d,144,144,144,1,1,49.507,32
1d,144,144,144,1,2,49.7689,64
1d,144,144,144,3,3,352.824,96
1d,144,144,144,3,4,357.718,128
1d,144,144,144,3,8,315.412,256
1d,144,144,144,9,16,321.434,512
1d,160,160,160,2,2,80.3083,64
1d,160,160,160,2,3,106.55,96
1d,160,160,160,2,4,106.874,128
1d,160,160,160,5,8,276.729,256
1d,192,192,192,2,2,36.9071,64
1d,192,192,192,3,3,75.0852,96
1d,192,192,192,4,4,349.05,128
1d,192,192,192,6,8,317.873,256
1d,192,192,192,12,16,351.311,512
1d,208,208,208,13,16,322.47,512
1d,224,224,224,7,8,362.752,256
